id,question,hop_count,reasoning_path,variant_type
884,"Trần Văn Sơn giữ chức vụ Phó Chủ nhiệm thường trực Văn phòng Chính phủ trong giai đoạn nào?
A) từ 2018 đến 2019
B) từ 2019 đến 2020
C) từ 2014 đến 2015
D) từ 2020-10-05 đến 2021-04-08",1,"[""pol3281062"", ""TERM_DURATION"", ""DURATION_từ 2020-10-05 đến 2021-04-08""]",Normal
885,"Nguyễn Đắc Tài giữ chức vụ Phó Chủ tịch Ủy ban nhân dân tỉnh Khánh Hòa, (Thường trực từ 08/2019) trong giai đoạn nào?
A) từ 2025 đến 2030
B) từ 2016 đến 2021
C) từ 2015-12-09 đến 2020-12-08
D) từ 2010 đến 2015",1,"[""pol16667614"", ""TERM_DURATION"", ""DURATION_từ 2015-12-09 đến 2020-12-08""]",Normal
886,"Phan Văn Tiệm đã từng giữ chức vụ gì?
A) Phó Trưởng ban Thường trực Ban Tuyên giáo và Dân vận Trung ương
B) Chủ tịch Hội đồng quản trị
C) Giám đốc Công an tỉnh Cà Mau
D) Phó Giám đốc Sở KH - ĐT",1,"[""pol3167448"", ""SERVED_AS"", ""pos234866_011""]",Normal
887,"Phạm Đức Ấn giữ chức vụ Chủ tịch Hội đồng thành viên Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam trong giai đoạn nào?
A) từ 2018 đến 2022
B) từ 2010 đến 2014
C) từ 2017 đến 2021
D) từ 2020-04-28 đến 2024-12-10",1,"[""pol19774043"", ""TERM_DURATION"", ""DURATION_từ 2020-04-28 đến 2024-12-10""]",Normal
888,"Nguyễn Thanh Dương đã từng giữ chức vụ gì?
A) Phó Chủ tịch Ủy ban nhân dân tỉnh Lào Cai, (Xóa tư cách giai đoạn 2011-2019)
B) Phó Tổng cục trưởng Tổng cục Cảnh sát Thi hành án hình sự và Hỗ trợ Tư pháp, Bộ Công an (Việt Nam)
C) Phó Chánh Văn phòng Trung ương Đảng
D) Chủ nhiệm-Bí thư Đảng ủy Tổng cục Xây dựng Kinh tế, Bộ Quốc phòng",1,"[""pol3702134"", ""SERVED_AS"", ""pos3702134_001""]",Normal
889,"Nguyễn Huy Hiệu sinh ở đâu?
A) Vĩnh Phúc
B) Cao Bằng
C) Nam Định
D) Singapore",1,"[""pol1739722"", ""BORN_AT"", ""loc3169162_001""]",Normal
890,"Nguyễn Anh Tuấn đã từng giữ chức vụ gì?
A) Quyền Tổng cục trưởng Tổng cục Xây dựng Lực lượng, Bộ Công an (Việt Nam)
B) Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực tỉnh
C) Giám đốc Công an tỉnh Bắc Giang
D) Ủy viên Ủy ban Thường vụ Quốc hội, Chủ nhiệm Ủy ban Kinh tế và Tài chính Quốc hội",1,"[""pol3699847"", ""SERVED_AS"", ""pos19604408_004""]",Normal
891,"Nguyễn Long Hải đã từng giữ chức vụ gì?
A) Ủy viên Ban Thường vụ Ban Chấp hành Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh
B) Chủ tịch HĐND tỉnh Lào Cai
C) Giám đốc Công an tỉnh Thừa Thiên Huế
D) Phó Chủ tịch Ủy ban nhân dân tỉnh Lạng Sơn",1,"[""pol3699827"", ""SERVED_AS"", ""pos3699827_005""]",Normal
892,"Trần Cẩm Tú đã từng giữ chức vụ gì?
A) Bí thư Trung ương Đảng khóa XIII
B) Đại sứ đặc mệnh toàn quyền
C) Ủy viên Ban Chấp hành Trung ương khóa 12
D) Chủ tịch Hội đồng nhân dân tỉnh Đắk Lắk",1,"[""pol622249"", ""SERVED_AS"", ""pos1749503_001""]",Normal
893,"Lâm Văn Mẫn đang giữ chức vụ gì?
A) Phó Trưởng đoàn chuyên trách đại biểu quốc hội
B) Ủy viên Ban Chấp hành Đảng bộ Thành phố Đà Nẵng, (Đã bị cách chức)
C) Phó chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, (Thường trực từ 25/12/2021)
D) Ủy viên Ủy ban Thường vụ Quốc hội, Chủ tịch Hội đồng Dân tộc của Quốc hội",1,"[""pol3712240"", ""SERVED_AS"", ""pos14704786_002""]",Normal
894,"Phan Văn Vĩnh giữ chức vụ Tổng cục trưởng Tổng cục Cảnh sát Phòng chống Tội phạm, Bộ Công an trong giai đoạn nào?
A) từ 2020 đến 2023
B) từ 2011-04 đến 2014-12
C) từ 2021 đến 2024
D) từ 2018 đến 2021",1,"[""pol1465103"", ""TERM_DURATION"", ""DURATION_từ 2011-04 đến 2014-12""]",Normal
895,"Nguyễn Thị Định đã từng giữ chức vụ gì?
A) Ủy viên Trung ương Đảng khóa IV, V, VI
B) Bí thư Đảng ủy Mặt trận Tổ quốc, các đoàn thể Trung ương
C) Chủ nhiệm Ủy ban Nhà nước về người Việt Nam ở nước ngoài
D) Ủy viên Ban Chấp hành Trung ương khóa IX",1,"[""pol21737"", ""SERVED_AS"", ""pos90538_001""]",Normal
896,"Phạm Thị Hải Chuyền đã từng giữ chức vụ gì?
A) Thủ trưởng Cơ quan quản lý thi hành án hình sự Bộ Công an
B) Chủ tịch, Ủy ban nhân dân tỉnh Bình Định
C) Phó trưởng Ban Chỉ đạo Trung ương về giảm nghèo bền vững
D) Ủy viên Trung ương Đảng khóa V, VI, VII, VIII",1,"[""pol808137"", ""SERVED_AS"", ""pos808137_002""]",Normal
897,"Trần Văn Truyền nhận giải thưởng gì?
A) Huy hiệu 85 năm tuôi Đảng
B) Huân chương Quân công hạng Ba
C) Huy hiệu 80 năm tuổi Đảng
D) Huân chương Quyết thắng hạng Nhất",1,"[""pol499780"", ""AWARDED"", ""awa499780_001""]",Normal
898,"Võ Thúc Đồng đã từng giữ chức vụ gì?
A) Nguyên Ủy viên Trung ương Đảng khóa X
B) Bí thư Tỉnh ủy Quảng Bình
C) Bí thư Tỉnh ủy Quảng Nam-Đà Nẵng
D) Bộ trưởng, Phó Chủ nhiệm thứ nhất Ủy ban Kế hoạch Nhà nước",1,"[""pol1519390"", ""SERVED_AS"", ""pos13653301_001""]",Normal
899,"Trần Trí Dũng sinh năm bao nhiêu?
A) 1961
B) 1977
C) 1959
D) 1966",1,"[""pol1463226"", ""BORN_YEAR"", ""YEAR_1959""]",Normal
900,"Trần Trí Dũng có học vị gì?
A) Cử nhân Quản trị kinh doanh
B) Thạc sĩ Triết học
C) Thạc sĩ Quản lý giáo dục
D) Kĩ sư Nông học",1,"[""pol1463226"", ""HAS_ACADEMIC_TITLE"", ""aca1463335_001""]",Normal
901,"Trần Văn Vinh đã từng giữ chức vụ gì?
A) Cục trưởng Cục Tuyên huấn, Tổng cục Chính trị
B) Phó Bí thư thường trực Tỉnh ủy
C) Chánh án
D) Ủy viên Ban Thường vụ Quân ủy Trung ương",1,"[""pol11385148"", ""SERVED_AS"", ""pos19609179_004""]",Normal
902,"Đào Hồng Lan đã từng giữ chức vụ gì?
A) Phó Vụ trưởng Bảo hiểm xã hội
B) Phó Trưởng ban Ban Chỉ đạo Tây Nguyên Việt Nam
C) Ủy viên Thường vụ Đảng ủy
D) Ủy viên dự khuyết Trung ương Đảng khóa VI",1,"[""pol7503946"", ""SERVED_AS"", ""pos7503946_007""]",Normal
903,"Nguyễn Thúy Anh đã từng giữ chức vụ gì?
A) Đại biểu Quốc hội Việt Nam khóa X Hà Nội
B) Trưởng ban Dân vận Tỉnh ủy Hưng Yên
C) Thường trực Tiểu ban Kinh tế - Xã hội Đại hội XIV của Đảng
D) Chủ tịch Ủy ban nhân dân tỉnh Đồng Tháp",1,"[""pol1463175"", ""SERVED_AS"", ""pos1463175_003""]",Normal
904,"Lê Lương Minh giữ chức vụ Đại sứ Đặc mệnh Toàn quyền, Trưởng Phái đoàn Đại diện Thường trực Việt Nam tại Liên Hợp Quốc trong giai đoạn nào?
A) từ 2010 đến 2017
B) từ 2007 đến 2014
C) từ 2012 đến 2019
D) từ 2004-01 đến 2011-06",1,"[""pol1679324"", ""TERM_DURATION"", ""DURATION_từ 2004-01 đến 2011-06""]",Normal
905,"Đồng Văn Thanh đã từng giữ chức vụ gì?
A) Bí thư Tỉnh ủy Hậu Giang
B) Ủy viên Ban Thường vụ Quân ủy Trung ương
C) Đại biểu Quốc hội khoá IV, V, VI, VII, VIII
D) Hiệu trưởng",1,"[""pol19604408"", ""SERVED_AS"", ""pos13464785_004""]",Normal
906,"Lê Thị Thu Hồng đã từng giữ chức vụ gì?
A) Thành uỷ viên, Bí thư Quận uỷ Liên Chiểu, Đà Nẵng
B) Ủy viên Bộ Chính trị khóa V, VI, VII, VIII
C) Chủ nhiệm Ủy ban Kiểm tra Tỉnh ủy Bắc Giang
D) Thứ trưởng Bộ Giáo dục và Đạo tạo",1,"[""pol3698489"", ""SERVED_AS"", ""pos3698489_003""]",Normal
907,"Nguyễn Quang Ngọc phục vụ trong đơn vị nào?
A) Đại đoàn 308
B) Bộ Tư lệnh Bộ đội Biên phòng
C) Binh đoàn 15
D) Quân đội nhân dân Việt Nam",1,"[""pol3701568"", ""SERVED_IN"", ""mil3161938_001""]",Normal
908,"Trần Trí Dũng sinh ở đâu?
A) Vĩnh Long
B) Trà Vinh
C) Hóc Môn
D) Thừa Thiên Huế",1,"[""pol1463226"", ""BORN_AT"", ""loc590022_001""]",Normal
909,"Thào Xuân Sùng giữ chức vụ Chủ tịch Hội Nông dân Việt Nam trong giai đoạn nào?
A) từ 2017-12-27 đến 2021-05-29
B) từ 2007 đến 2011
C) từ 2021 đến 2025
D) từ 2022 đến 2026",1,"[""pol3691662"", ""TERM_DURATION"", ""DURATION_từ 2017-12-27 đến 2021-05-29""]",Normal
910,"Nguyễn Long Hải đang giữ chức vụ gì?
A) Phó Tổng cục trưởng Tổng cục Cảnh sát-Bộ Công an
B) Đại sứ đặc mệnh toàn quyền của nước Cộng hòa Xã hội Chủ nghĩa Việt Nam tại Hoa Kỳ
C) Phó Bí thư Đảng ủy các cơ quan Đảng Trung ương
D) Thư ký Bí thư Tỉnh ủy",1,"[""pol3699827"", ""SERVED_AS"", ""pos3699827_001""]",Normal
911,"Võ Văn Hưng giữ chức vụ Thứ trưởng Bộ Nông nghiệp và Môi trường trong giai đoạn nào?
A) từ 2015
B) từ 2021
C) từ 2032
D) từ 2025-02-19 đến nay",1,"[""pol19364019"", ""TERM_DURATION"", ""DURATION_từ 2025-02-19 đến nay""]",Normal
912,"Vũ Hải Sản đã từng giữ chức vụ gì?
A) Thành viên Ủy ban Kinh tế của Quốc hội
B) Phó Chỉ huy trưởng Bộ Chỉ huy Quân sự Quảng Ninh
C) Đại biểu Quốc hội Việt Nam khoá XI, XII, XIII
D) Phó chủ tịch Ủy ban Mặt trận Tổ quốc Việt Nam",1,"[""pol3309882"", ""SERVED_AS"", ""pos3309882_004""]",Normal
913,"Đỗ Tiến Sỹ giữ chức vụ Bí thư Tỉnh ủy Hưng Yên trong giai đoạn nào?
A) từ 2006 đến 2012
B) từ 2021 đến 2027
C) từ 2015-10-15 đến 2021-06-15
D) từ 2016 đến 2022",1,"[""pol3280815"", ""TERM_DURATION"", ""DURATION_từ 2015-10-15 đến 2021-06-15""]",Normal
914,"Lê Chiêm giữ chức vụ Thứ trưởng Bộ Quốc phòng trong giai đoạn nào?
A) từ 2015-10-05 đến 2021-06-01
B) từ 2007 đến 2013
C) từ 2023 đến 2029
D) từ 2009 đến 2015",1,"[""pol3174140"", ""TERM_DURATION"", ""DURATION_từ 2015-10-05 đến 2021-06-01""]",Normal
915,"Nguyễn Hoàng Việt, Đinh Công Khoa giữ chức vụ Chủ tịch Ủy ban nhân dân tỉnh An Giang trong giai đoạn nào?
A) từ 2011 đến 2012
B) từ 2010 đến 2011
C) từ 2014 đến 2015
D) từ 6/2004 đến 12/2005",1,"[""pol10871086"", ""TERM_DURATION"", ""DURATION_từ 6/2004 đến 12/2005""]",Normal
916,"Nguyễn Khắc Thận đã từng giữ chức vụ gì?
A) Nguyên Ủy viên Trung ương Đảng khóa X
B) Phó Trưởng ban Tổ chức Tỉnh ủy
C) Bí thư Tỉnh ủy Hà Đông
D) Tư lệnh Quân đoàn 12, Bộ Quốc phòng",1,"[""pol19608952"", ""SERVED_AS"", ""pos19608952_010""]",Normal
917,"Nguyễn Sơn có học vị gì?
A) Kĩ sư Đo đạc Hàng không
B) Cao cấp Thanh vận
C) Thạc sĩ Kỹ thuật
D) Tiến sĩ Luật học",1,"[""pol7536840"", ""HAS_ACADEMIC_TITLE"", ""aca3373734_001""]",Normal
918,"Lê Khả Phiêu sinh ở đâu?
A) Bình Dương
B) Thanh Hóa
C) Quảng Nam
D) Kiên Giang",1,"[""pol24330"", ""BORN_AT"", ""loc436788_001""]",Normal
919,"Lê Quang Đạo đã từng giữ chức vụ gì?
A) Ủy viên Bộ Chính trị, khóa VIII (đắc cử)
B) Phụ trách điều hành Bộ Công an
C) Cục trưởng Cục Tuyên huấn, Tổng cục Chính trị
D) Trưởng ban Tuyên giáo Tỉnh ủy Khánh Hòa",1,"[""pol55006"", ""SERVED_AS"", ""pos55006_003""]",Normal
920,"Hà Hùng Cường đã từng giữ chức vụ gì?
A) Đại biểu Quốc hội Việt Nam khóa XII
B) Phó trưởng ban Tổ chức TW
C) Phó Viện trưởng Phụ trách Viện kiểm sát nhân dân tỉnh Bình Phước
D) Bí thư Tỉnh ủy Kon Tum",1,"[""pol75041"", ""SERVED_AS"", ""pos1465001_003""]",Normal
921,"Phạm Anh Tuấn đã từng giữ chức vụ gì?
A) Vụ trưởng Vụ thực hành quyền công tố và kiểm sát điều tra án an ninh (vụ 1), Viện kiểm sát nhân dân tối cao Việt Nam
B) Đại biểu Quốc hội nước Cộng hòa Xã hội Chủ nghĩa Việt Nam
C) Trưởng đoàn Đại biểu Quốc hội khóa XV thành phố Hồ Chí Minh
D) Thứ trưởng",1,"[""pol19752973"", ""SERVED_AS"", ""pos2222181_008""]",Normal
922,"Trần Bình Minh đã từng giữ chức vụ gì?
A) Ủy viên Thường vụ Tỉnh ủy
B) Phó Bí thư Tỉnh ủy Nghệ An
C) Chánh Văn phòng Bộ Xây dựng
D) Giám đốc Sở Du lịch",1,"[""pol808519"", ""SERVED_AS"", ""pos1463498_008""]",Normal
923,"Đào Trọng Thi có học vị gì?
A) Trường Quốc học Huế
B) Đại học An ninh nhân dân
C) Tiến sĩ
D) Đại học chuyên ngành Luật",1,"[""pol112649"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
924,"Lê Đức Thọ có học vị gì?
A) Cao cấp lý luận chính trị.
B) Đại học chuyên ngành Chăn nuôi thú y
C) Cử nhân Văn
D) Đại học Kinh tế",1,"[""pol19613398"", ""HAS_ACADEMIC_TITLE"", ""aca19613398_001""]",Normal
925,"Võ Kim Cự sinh ở đâu?
A) Lào Cai
B) Hậu Giang
C) Hà Nội
D) Hà Tĩnh",1,"[""pol1463202"", ""BORN_AT"", ""loc1757157_001""]",Normal
926,"Nguyễn Văn Út có học vị gì?
A) Đại học chuyên ngành Lịch sử
B) Cao cấp lý luận chính trị
C) Tiến sĩ Quân sự
D) Việt Nam (2011-2013).",1,"[""pol19607448"", ""HAS_ACADEMIC_TITLE"", ""aca19547607_002""]",Normal
927,"Trần Anh Tuấn tốt nghiệp trường nào?
A) Đại học Ngoại ngữ Hà Nội
B) Đại học Ngân hàng
C) Đại học La Trobe
D) Trường Đại học Tài chính-Kế toán Thành phố Hồ Chí Minh",1,"[""pol3692765"", ""ALUMNUS_OF"", ""alm3692765_001""]",Normal
928,"Hoàng Đức Lừng có cấp bậc gì?
A) Trung tướng
B) Chuẩn Đô đốc
C) Thượng tá
D) Đại tá",1,"[""pol15817082"", ""HAS_RANK"", ""mil13191158_001""]",Normal
929,"Lương Cường sinh năm bao nhiêu?
A) 1941
B) 1966
C) 1957
D) 1950",1,"[""pol3161938"", ""BORN_YEAR"", ""YEAR_1957""]",Normal
930,"Bùi Văn Nghiêm giữ chức vụ Phó bí thư thường trực Tỉnh ủy Vĩnh Long trong giai đoạn nào?
A) từ 2024 đến 2026
B) từ 2019-07-18 đến 2021-05-07
C) từ 2027 đến 2029
D) từ 2010 đến 2012",1,"[""pol14945457"", ""TERM_DURATION"", ""DURATION_từ 2019-07-18 đến 2021-05-07""]",Normal
931,"Lê Xuân Trinh đã từng giữ chức vụ gì?
A) Phó Bí thư
B) Phó Vụ trưởng Vụ thực hành quyền công tố và kiểm sát điều tra án kinh tế (Vụ 3) Viện kiểm sát nhân dân tối cao Việt Nam
C) Tổng Thư ký Tổng Công đoàn Việt Nam
D) Bộ trưởng Chủ nhiệm Văn phòng Chính phủ Việt Nam",1,"[""pol3393080"", ""SERVED_AS"", ""pos3393086_001""]",Normal
932,"Lâm Minh Thành đã từng giữ chức vụ gì?
A) Phó Chủ tịch UBND tỉnh Kiên Giang
B) Chủ tịch UBND Thành phố Cần Thơ
C) Chủ tịch Hội đồng thành viên Tập đoàn Dầu khí Quốc gia Việt Nam
D) Chủ nhiệm Văn phòng Văn giáo Phủ Thủ tướng",1,"[""pol19525561"", ""SERVED_AS"", ""pos592361_007""]",Normal
933,"Nguyễn Doãn Anh giữ chức vụ Bí thư Tỉnh ủy Thanh Hóa trong giai đoạn nào?
A) từ 2024-10-25 đến nay
B) từ 2031
C) từ 2029
D) từ 2027",1,"[""pol3229307"", ""TERM_DURATION"", ""DURATION_từ 2024-10-25 đến nay""]",Normal
934,"Phạm Hùng giữ chức vụ Chủ nhiệm Văn phòng Tài chính-Thương nghiệp Phủ Thủ tướng trong giai đoạn nào?
A) từ 1953 đến 1956
B) từ 1954 đến 1957
C) từ 1963-01 đến 1966-11-03
D) từ 1970 đến 1973",1,"[""pol16602"", ""TERM_DURATION"", ""DURATION_từ 1963-01 đến 1966-11-03""]",Normal
935,"Lò Văn Giàng giữ chức vụ Bí thư Tỉnh ủy Lai Châu trong giai đoạn nào?
A) từ 2009 đến 2014
B) từ 2014 đến 2019
C) từ 2008 đến 2013
D) từ 2010-03-08 đến 2015-03-02",1,"[""pol3705524"", ""TERM_DURATION"", ""DURATION_từ 2010-03-08 đến 2015-03-02""]",Normal
936,"Trần Quốc Nam đã từng giữ chức vụ gì?
A) Chính ủy Quân khu 9
B) Trưởng ban Tổ chức Tỉnh ủy
C) Đại sứ đặc mệnh toàn quyền
D) Phó Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, (Thường trực từ 8/10/2024)",1,"[""pol19608385"", ""SERVED_AS"", ""pos1463463_001""]",Normal
937,"Nguyễn Thành Cung đã từng giữ chức vụ gì?
A) Phó Chủ nhiệm Tổng cục Chính trị
B) Đại biểu Quốc hội khoá X, XI, XII, XIII
C) Phó Thủ tướng Chính phủ, Phó Chủ tịch Hội đồng Bộ trưởng
D) Tổng biên tập Báo Nhân dân",1,"[""pol3155857"", ""SERVED_AS"", ""pos591117_003""]",Normal
938,"Nguyễn Văn Thuân giữ chức vụ Thẩm phán Tòa án nhân dân tối cao, Thành viên Hội đồng Thẩm phán Tòa án nhân dân tối cao trong giai đoạn nào?
A) từ 2021
B) từ 2013
C) từ 2015-06-26 đến nay
D) từ 2006",1,"[""pol7536882"", ""TERM_DURATION"", ""DURATION_từ 2015-06-26 đến nay""]",Normal
939,"Nguyễn Đức Thanh sinh ở đâu?
A) Quảng Ngãi
B) Hà Tĩnh
C) Cần Thơ
D) Quảng Bình",1,"[""pol1463449"", ""BORN_AT"", ""loc1757157_001""]",Normal
940,"Nguyễn Thanh Long có học vị gì?
A) Kĩ sư Khai thác thủy sản
B) chính khách
C) Đại học chuyên ngành xây dựng Đảng và chính quyền nhà nước
D) Giáo sư Y học",1,"[""pol3267633"", ""HAS_ACADEMIC_TITLE"", ""aca3267633_001""]",Normal
941,"Lê Hồng Nam phục vụ trong đơn vị nào?
A) Công an nhân dân Việt Nam
B) Binh đoàn 15
C) Bộ Tư lệnh Bộ đội Biên phòng
D) Quân chủng Hải quân Việt Nam",1,"[""pol19412950"", ""SERVED_IN"", ""mil436788_001""]",Normal
942,"Nguyễn Thị Thu Hà đã từng giữ chức vụ gì?
A) Quyền Tổng cục trưởng Tổng cục An ninh 2, Công an nhân dân Việt Nam
B) Chủ tịch Hội Bảo vệ quyền trẻ em Việt Nam
C) Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa XI
D) Bí thư Tỉnh ủy Quảng Nam-Đà Nẵng",1,"[""pol7551160"", ""SERVED_AS"", ""pos7551160_002""]",Normal
943,"Hoàng Nghĩa Mai đã từng giữ chức vụ gì?
A) Chủ tịch Hội đồng nhân dân tỉnh Quảng Trị
B) Phó trưởng đoàn Đại biểu Quốc hội Việt Nam khóa XIII
C) Phó Chủ tịch kiêm Tổng Thư ký Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam
D) Phó Viện trưởng Thường trực",1,"[""pol15406891"", ""SERVED_AS"", ""pos15406891_002""]",Normal
944,"Huỳnh Ngọc Sơn đã từng giữ chức vụ gì?
A) Ủy viên Ủy ban Kiểm tra Quân ủy Trung ương
B) Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam
C) Ủy viên Trung ương Đảng khóa VIII, IX
D) Phó Trưởng đoàn chuyên trách, Đoàn đại biểu Quốc hội khóa XIV tỉnh Bình Phước",1,"[""pol1463420"", ""SERVED_AS"", ""pos1735774_003""]",Normal
945,"Phạm Gia Khiêm đang giữ chức vụ gì?
A) Phó Bí thư Tỉnh ủy Quảng Nam
B) Đại biểu Quốc hội
C) Phó Bí thư Tỉnh ủy Gia Lai, (thường trực từ 2020)
D) Cục trưởng Bộ Tư lệnh Cảnh sát Cơ động (Việt Nam)",1,"[""pol55714"", ""SERVED_AS"", ""pos24330_001""]",Normal
946,"Nguyễn Xuân Anh giữ chức vụ Phó Bí thư Thành ủy Đà Nẵng trong giai đoạn nào?
A) từ 2007 đến 2008
B) từ 2018 đến 2019
C) từ 2022 đến 2023
D) từ 2014-04-02 đến 2015-10-16",1,"[""pol592360"", ""TERM_DURATION"", ""DURATION_từ 2014-04-02 đến 2015-10-16""]",Normal
947,"Tố Hữu giữ chức vụ Ủy viên Bộ Chính trị khóa IV, V trong giai đoạn nào?
A) từ 1976-12-20 đến 1986-06-21
B) từ 1969 đến 1979
C) từ 1986 đến 1996
D) từ 1978 đến 1988",1,"[""pol43380"", ""TERM_DURATION"", ""DURATION_từ 1976-12-20 đến 1986-06-21""]",Normal
948,"Võ Trọng Hải đã từng giữ chức vụ gì?
A) Chủ tịch Nhóm Nghị sĩ hữu nghị Việt Nam - Brunây
B) Giám đốc Học viện Quốc phòng Việt Nam
C) Giám đốc Công an tỉnh Hà Tĩnh
D) Phó Bí thư Đảng đoàn",1,"[""pol19495051"", ""SERVED_AS"", ""pos19949566_003""]",Normal
949,"Triệu Tài Vinh đã từng giữ chức vụ gì?
A) Bí thư Đảng ủy khoa
B) Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa XII
C) Tổng Thư ký Tổng Công đoàn Việt Nam
D) ủy viên Đoàn Chủ tịch Trung ương Mặt trận Tổ quốc Việt Nam",1,"[""pol3280811"", ""SERVED_AS"", ""pos436788_017""]",Normal
950,"Nguyễn Quốc Đoàn có học vị gì?
A) Đại học chuyên ngành Kinh tế
B) Điều tra tội phạm
C) Tiến sĩ Luật
D) chuyên ngành Quản lý Hành chính công",1,"[""pol19549830"", ""HAS_ACADEMIC_TITLE"", ""aca436788_002""]",Normal
951,"Trần Văn Lâu đang giữ chức vụ gì?
A) Trưởng phòng Tổ chức cán bộ, Công an Thành phố Hồ Chí Minh
B) Chủ tịch Ủy ban nhân dân tỉnh Ninh Thuận
C) Phó Trưởng đoàn Đại biểu Quốc hội chuyên trách khóa XV
D) Chủ tịch Ủy ban nhân dân thành phố Cần Thơ",1,"[""pol19517456"", ""SERVED_AS"", ""pos642061_005""]",Normal
952,"Phan Diễn đã từng giữ chức vụ gì?
A) Chánh Văn phòng Trung ương Đảng
B) Phó Chủ tịch Ủy ban nhân dân tỉnh Tây Ninh
C) Phó Chủ tịch, Ủy ban nhân dân tỉnh Hà Nam
D) Trưởng đoàn Đại biểu Quốc hội Việt Nam khóa XIV tỉnh Bình Thuận",1,"[""pol645614"", ""SERVED_AS"", ""pos19547607_001""]",Normal
953,"Đào Hồng Lan sinh năm bao nhiêu?
A) 1972
B) 1984
C) 1971
D) 1991",1,"[""pol7503946"", ""BORN_YEAR"", ""YEAR_1971""]",Normal
954,"Nguyễn Đức Thuận đã từng giữ chức vụ gì?
A) Giám đốc Sở Tư pháp tỉnh Bắc Kạn
B) Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam
C) Phó Trưởng ban Thường trực Ban Chỉ đạo Tây Nam Bộ(Đã bị cách chức)
D) Cục trưởng Cảnh sát quản lý trại giam, cơ sở giáo dục bắt buộc, trường giáo dưỡng, Bộ Công an",1,"[""pol314154"", ""SERVED_AS"", ""pos1735774_003""]",Normal
955,"Nguyễn Đức Hạt đã từng giữ chức vụ gì?
A) Phó Trưởng ban Thường trực Ban Tổ chức Trung ương
B) Vụ trưởng Vụ thực hành quyền công tố và kiểm sát điều tra án an ninh (vụ 1), Viện kiểm sát nhân dân tối cao Việt Nam
C) Bí thư tỉnh ủy tỉnh Lào Cai
D) bị tuyên án tử hình",1,"[""pol15003547"", ""SERVED_AS"", ""pos647752_002""]",Normal
956,"Giàng Páo Mỷ đã từng giữ chức vụ gì?
A) Phó Chủ tịch Ủy ban nhân dân tỉnh Bến Tre
B) Tổng biên tập Báo Nhân dân
C) Ủy viên Ủy ban Thường vụ Quốc hội, Chủ nhiệm Ủy ban Đối ngoại Quốc hội
D) Đại biểu Quốc hội Việt Nam khóa XII",1,"[""pol3701448"", ""SERVED_AS"", ""pos1465001_003""]",Normal
957,"Nguyễn Quang Thuấn giữ chức vụ Chủ tịch Viện Hàn lâm Khoa học xã hội Việt Nam trong giai đoạn nào?
A) từ 2012 đến 2015
B) từ 2023 đến 2026
C) từ 2013 đến 2016
D) từ 2016-05-18 đến 2019-09-30",1,"[""pol13479245"", ""TERM_DURATION"", ""DURATION_từ 2016-05-18 đến 2019-09-30""]",Normal
958,"Nguyễn Văn Công có học vị gì?
A) Kĩ sư Nông học
B) Cử nhân Kinh tế
C) Cử nhân ngành Kinh tế nông nghiệp
D) Thạc sĩ Công nghệ thông tin",1,"[""pol7843798"", ""HAS_ACADEMIC_TITLE"", ""aca13653301_001""]",Normal
959,"Vũ Đình Liệu đã từng giữ chức vụ gì?
A) Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam
B) Vụ trưởng Vụ thực hành quyền công tố và kiểm sát điều tra án an ninh (vụ 1)
C) Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa IV
D) Phó Chủ nhiệm Thường trực, Ủy ban Kinh tế và Tài chính Quốc hội",1,"[""pol1400152"", ""SERVED_AS"", ""pos60031_008""]",Normal
960,"Châu Thị Mỹ Phương đã từng giữ chức vụ gì?
A) Bí thư Thị ủy
B) Chủ nhiệm Tổng cục Kỹ thuật
C) Bí thư Huyện ủy Quảng Trạch
D) Chủ tịch Ủy ban nhân dân tỉnh Đồng Nai",1,"[""pol3314453"", ""SERVED_AS"", ""pos19493488_005""]",Normal
961,"Lê Minh Hưng giữ chức vụ Thống đốc Ngân hàng Nhà nước Việt Nam trong giai đoạn nào?
A) từ 2012 đến 2016
B) từ 2021 đến 2025
C) từ 2023 đến 2027
D) từ 2016-04-09 đến 2020-11-12",1,"[""pol1757157"", ""TERM_DURATION"", ""DURATION_từ 2016-04-09 đến 2020-11-12""]",Normal
