id,question,hop_count,reasoning_path,variant_type
730,"Trương Văn Sáu là tiền nhiệm của Nguyễn Văn Quang trong chức vụ Phó chủ tịch Ủy ban Nhân dân tỉnh Vĩnh Long, Nguyễn Văn Quang là tiền nhiệm của Nguyễn Văn Quang trong chức vụ Phó Bí thư Tỉnh ủy, Nguyễn Văn Quang giữ chức vụ Phó Bí thư Tỉnh ủy Hòa Bình từ 2010-10-20 đến 2019-07. Đúng hay sai?",3,"[""pol1464837"", ""PRECEDED"", ""pol3711741"", ""PRECEDED"", ""pol3710613"", ""TERM_DURATION"", ""DURATION_từ 2010-10-20 đến 2019-07""]",Normal
731,"Vũ Việt Trang kế nhiệm Nguyễn Đức Lợi trong chức vụ Tổng Giám đốc Thông tấn xã Việt Nam, Nguyễn Đức Lợi sinh năm 1960. Đúng hay sai?",2,"[""pol19641065"", ""SUCCEEDED"", ""pol3719096"", ""BORN_YEAR"", ""YEAR_1960""]",Normal
732,"Bùi Quốc Huy là tiền nhiệm của Nguyễn Chí Dũng trong chức vụ Giám đốc Công an Thành phố Hồ Chí Minh, Nguyễn Chí Dũng có cấp bậc Thượng Uý. Đúng hay sai?",2,"[""pol368653"", ""PRECEDED"", ""pol10572671"", ""HAS_RANK"", ""mil3372387_001""]",Normal
733,"Cao Đức Phát là tiền nhiệm của Nguyễn Thành Phong trong chức vụ Phó Trưởng ban Thường trực Ban Kinh tế Trung ương, Nguyễn Thành Phong đã từng giữ chức vụ (từ 2009-01-16 đến 2010-10-19) Phó Bí thư Tỉnh ủy Bình Dương, (Thường trực 03/2019-10/2020 và 07/2021-11/2024). Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol457607"", ""SERVED_AS"", ""pos3696803_002""]",Normal
734,"Trần Khiêu là tiền nhiệm của Đồng Văn Lâm trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Trà Vinh, Đồng Văn Lâm sinh năm 1961 tại Bến Tre. Đúng hay sai?",2,"[""pol1748823"", ""PRECEDED"", ""pol2442589"", ""BORN_AT"", ""loc106956_001""]",Normal
735,"Lương Cường là tiền nhiệm của Trương Quốc Cường trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Trương Quốc Cường tham gia chiến dịch Chiến tranh biên giới Tây Nam. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol7470872"", ""FOUGHT_IN"", ""cam3161938_001""]",Normal
736,"Đinh Đức Thiện kế nhiệm Nguyễn Côn trong chức vụ Bộ trưởng Bộ Cơ khí và Luyện kim, Nguyễn Côn kế nhiệm Nguyễn Công Tạn trong chức vụ Phó Thủ tướng Chính phủ, Nguyễn Công Tạn giữ chức vụ Phó Thủ tướng Chính phủ, phụ trách Kinh tế ngành từ 1997-09-29 đến 2002-08-12. Đúng hay sai?",3,"[""pol10656"", ""SUCCEEDED"", ""pol495324"", ""SUCCEEDED"", ""pol1463004"", ""TERM_DURATION"", ""DURATION_từ 1997-09-29 đến 2002-08-12""]",Normal
737,"Cao Đức Phát là tiền nhiệm của Hoàng Minh Sơn trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, Hoàng Minh Sơn giữ chức vụ Thứ trưởng Bộ Tài nguyên và Môi trường từ 2008-08-01 đến 2010-05. Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol19947873"", ""TERM_DURATION"", ""DURATION_từ 2008-08-01 đến 2010-05""]",Normal
738,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Phạm Viết Thanh trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Phạm Viết Thanh giữ chức vụ Ủy viên Trung ương Đảng khóa XII, XIII từ 2016-01-26 đến nay. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3702677"", ""TERM_DURATION"", ""DURATION_từ 2016-01-26 đến nay""]",Normal
739,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định giữ chức vụ Phó Chủ tịch Quốc hội, (Phụ trách Pháp luật) từ 2021-04-01 đến nay. Đúng hay sai?",2,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""TERM_DURATION"", ""DURATION_từ 2021-04-01 đến nay""]",Normal
740,"Đinh Đức Thiện kế nhiệm Lưu Xuân Vĩnh trong chức vụ Bộ trưởng Bộ Cơ khí và Luyện kim, Lưu Xuân Vĩnh có học vị Trường Kỹ nghệ Thực hành Huế (nay là Trường Cao đẳng Công nghiệp Huế.). Đúng hay sai?",2,"[""pol10656"", ""SUCCEEDED"", ""pol7712532"", ""HAS_ACADEMIC_TITLE"", ""aca495324_001""]",Normal
741,"Bùi Văn Hải kế nhiệm Nguyễn Văn Thọ trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Bắc Giang, Nguyễn Văn Thọ sinh năm 1958. Đúng hay sai?",2,"[""pol3198330"", ""SUCCEEDED"", ""pol16244836"", ""BORN_YEAR"", ""YEAR_1958""]",Normal
742,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng kế nhiệm Võ Văn Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Văn Kiệt giữ chức vụ Ủy viên Bộ Chính trị khóa V, VI, VII, VIII từ 1982-03-31 đến 1997-12-29. Đúng hay sai?",3,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SUCCEEDED"", ""pol46336"", ""TERM_DURATION"", ""DURATION_từ 1982-03-31 đến 1997-12-29""]",Normal
743,"Hoàng Văn Thái kế nhiệm Dương Ngọc Hải trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, Dương Ngọc Hải giữ chức vụ Chủ tịch Ủy ban Quân quản Sài Gòn-Gia Định từ 1975-05-03 đến 1976-01-20. Đúng hay sai?",2,"[""pol8349"", ""SUCCEEDED"", ""pol3690918"", ""TERM_DURATION"", ""DURATION_từ 1975-05-03 đến 1976-01-20""]",Normal
744,"Đỗ Đức Duy kế nhiệm Đặng Quốc Khánh trong chức vụ Bộ trưởng Bộ Tài nguyên và Môi trường, Đặng Quốc Khánh được trao tặng Huân chương Lao động hạng Ba. Đúng hay sai?",2,"[""pol3699878"", ""SUCCEEDED"", ""pol3377119"", ""AWARDED"", ""awa436788_002""]",Normal
745,"Nguyễn Thanh Nghị kế nhiệm Nguyễn Văn Chia trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Nguyễn Văn Chia là cựu sinh viên của Học viện Chính trị Quốc gia Hồ Chí Minh. Đúng hay sai?",2,"[""pol592361"", ""SUCCEEDED"", ""pol1462758"", ""ALUMNUS_OF"", ""alm19547607_002""]",Normal
746,"Nguyễn Vĩnh Nghiệp là tiền nhiệm của Trương Tấn Sang trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, Trương Tấn Sang giữ chức vụ Trưởng Ban Chỉ đạo cải cách Tư pháp Trung ương từ 2011-09-19 đến 2016-08-13. Đúng hay sai?",2,"[""pol138738"", ""PRECEDED"", ""pol106424"", ""TERM_DURATION"", ""DURATION_từ 2011-09-19 đến 2016-08-13""]",Normal
747,"Phan Thị Thanh Tâm là tiền nhiệm của Cù Thị Hậu trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Cù Thị Hậu kế nhiệm Đào Ngọc Dung trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Đào Ngọc Dung giữ chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh từ 2005-07-02 đến 2007-01-14. Đúng hay sai?",3,"[""pol19795666"", ""PRECEDED"", ""pol279871"", ""SUCCEEDED"", ""pol579243"", ""TERM_DURATION"", ""DURATION_từ 2005-07-02 đến 2007-01-14""]",Normal
748,"Nguyễn Cơ Thạch, Phạm Văn Cương kế nhiệm Phạm Bình Minh trong chức vụ Bộ trưởng Bộ Ngoại giao, Phạm Bình Minh sinh năm 1959. Đúng hay sai?",2,"[""pol55529"", ""SUCCEEDED"", ""pol611726"", ""BORN_YEAR"", ""YEAR_1959""]",Normal
749,"Phạm Quốc Hưng là tiền nhiệm của Huỳnh Chiến Thắng trong chức vụ Chánh Văn phòng Tòa án nhân dân tối cao Việt Nam, Huỳnh Chiến Thắng sinh năm 1962. Đúng hay sai?",2,"[""pol14847794"", ""PRECEDED"", ""pol3349816"", ""BORN_YEAR"", ""YEAR_1962""]",Normal
750,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Sinh Hùng trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Sinh Hùng có học vị Tiến sĩ Kinh tế. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""HAS_ACADEMIC_TITLE"", ""aca642061_002""]",Normal
751,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng kế nhiệm Nông Quốc Tuấn trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, Nông Quốc Tuấn giữ chức vụ Thứ trưởng, Phó Chủ nhiệm Ủy ban Dân tộc Việt Nam (lần 1) từ 2008-01-28 đến 2009-04-21. Đúng hay sai?",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2008-01-28 đến 2009-04-21""]",Normal
752,"Mai Văn Chính kế nhiệm Nguyễn Văn Đọc trong chức vụ Trưởng ban Dân vận Trung ương, Nguyễn Văn Đọc sinh năm 1959 tại Ninh Bình. Đúng hay sai?",2,"[""pol3306915"", ""SUCCEEDED"", ""pol3282315"", ""BORN_AT"", ""loc3719093_001""]",Normal
753,"Nguyễn Khắc Định là tiền nhiệm của Nguyễn Hải Ninh trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Hải Ninh giữ chức vụ Ủy viên Trung ương Đảng khóa XIII từ 2021-01-30 đến nay. Đúng hay sai?",2,"[""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2021-01-30 đến nay""]",Normal
754,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định giữ chức vụ Trợ lí Thủ tướng Nguyễn Tấn Dũng từ 11/2008 đến 11/2011. Đúng hay sai?",2,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""TERM_DURATION"", ""DURATION_từ 11/2008 đến 11/2011""]",Normal
755,"Nguyễn Vĩnh Nghiệp là tiền nhiệm của Hoàng Hữu Năng trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, Hoàng Hữu Năng có học vị Thạc sĩ. Đúng hay sai?",2,"[""pol138738"", ""PRECEDED"", ""pol16022868"", ""HAS_ACADEMIC_TITLE"", ""aca11441242_001""]",Normal
756,"Trần Lưu Quang kế nhiệm Tất Thành Cang trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Tất Thành Cang giữ chức vụ Giám đốc Sở Giao thông-Vận tải TP Hồ Chí Minh từ 2012-09-29 đến 2014-07-15. Đúng hay sai?",2,"[""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""TERM_DURATION"", ""DURATION_từ 2012-09-29 đến 2014-07-15""]",Normal
757,"Hoàng Đức Nghi kế nhiệm Nguyễn Khắc Định trong chức vụ Bộ trưởng Bộ Vật tư, Nguyễn Khắc Định giữ chức vụ Thứ trưởng Bộ Quốc phòng Việt Nam từ (1963-1965) đến (1982-1986). Đúng hay sai?",2,"[""pol3670384"", ""SUCCEEDED"", ""pol3581718"", ""TERM_DURATION"", ""DURATION_từ (1963-1965) đến (1982-1986)""]",Normal
758,"Võ Thị Ánh Xuân kế nhiệm Đặng Thị Ngọc Thịnh trong chức vụ Phó Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Đặng Thị Ngọc Thịnh kế nhiệm Vũ Hùng Việt trong chức vụ Phó Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Vũ Hùng Việt giữ chức vụ Phó Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam từ 2007-07-25 đến 2016-04-07. Đúng hay sai?",3,"[""pol3280810"", ""SUCCEEDED"", ""pol1463457"", ""SUCCEEDED"", ""pol13478526"", ""TERM_DURATION"", ""DURATION_từ 2007-07-25 đến 2016-04-07""]",Normal
759,"Đỗ Bá Tỵ kế nhiệm Huỳnh Ngọc Sơn trong chức vụ Phó Chủ tịch Quốc hội nước Cộng hòa Xã hội Chủ nghĩa Việt Nam, Huỳnh Ngọc Sơn sinh năm 1951 tại Phú Yên. Đúng hay sai?",2,"[""pol55273"", ""SUCCEEDED"", ""pol1463420"", ""BORN_AT"", ""loc1463273_001""]",Normal
760,"Lương Cường là tiền nhiệm của Trần Cẩm Tú trong chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, Trần Cẩm Tú có học vị Tiến sĩ Nông nghiệp. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol622249"", ""HAS_ACADEMIC_TITLE"", ""aca622249_001""]",Normal
761,"Lê Minh Trí kế nhiệm Nguyễn Hòa Bình trong chức vụ Viện trưởng Viện kiểm sát nhân dân tối cao, Nguyễn Hòa Bình có cấp bậc Trung tướng Công an nhân dân Việt Nam. Đúng hay sai?",2,"[""pol1749503"", ""SUCCEEDED"", ""pol806867"", ""HAS_RANK"", ""pos3350466_001""]",Normal
762,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Nông Quốc Tuấn trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, Nông Quốc Tuấn giữ chức vụ Bí thư Tỉnh ủy Bắc Giang từ 2010-08-03 đến 2012-06-04. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2010-08-03 đến 2012-06-04""]",Normal
763,"Trần Lưu Quang là tiền nhiệm của Phạm Viết Thanh trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Phạm Viết Thanh kế nhiệm Đào Gia Bảo trong chức vụ Chủ tịch Hội đồng Nhân dân tỉnh Bà Rịa-Vũng Tàu, Đào Gia Bảo giữ chức vụ Phó Trưởng Ban thường trực Ban Dân vận Trung ương từ 2020-07-30 đến 2021-08-07. Đúng hay sai?",3,"[""pol798260"", ""PRECEDED"", ""pol3702677"", ""SUCCEEDED"", ""pol15551430"", ""TERM_DURATION"", ""DURATION_từ 2020-07-30 đến 2021-08-07""]",Normal
764,"Trần Văn Cần là tiền nhiệm của Nguyễn Văn Út trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Long An, Nguyễn Văn Út có học vị Thạc sĩ Kinh tế. Đúng hay sai?",2,"[""pol3716395"", ""PRECEDED"", ""pol19607448"", ""HAS_ACADEMIC_TITLE"", ""aca19498354_001""]",Normal
765,"Võ Văn Thưởng kế nhiệm Nguyễn Xuân Phúc trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Nguyễn Xuân Phúc sinh năm 1954. Đúng hay sai?",2,"[""pol248258"", ""SUCCEEDED"", ""pol459014"", ""BORN_YEAR"", ""YEAR_1954""]",Normal
766,"Hoàng Văn Thái kế nhiệm Nguyễn Xuân Cường trong chức vụ Tư lệnh Quân khu 5, Nguyễn Xuân Cường được trao tặng Huân chương Quân công hạng Nhất. Đúng hay sai?",2,"[""pol8349"", ""SUCCEEDED"", ""pol3282589"", ""AWARDED"", ""awa11474320_001""]",Normal
767,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng kế nhiệm Phạm Quang Nghị trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Phạm Quang Nghị là cựu sinh viên của Học viện Chính trị Quốc gia Hồ Chí Minh. Đúng hay sai?",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol109020"", ""ALUMNUS_OF"", ""alm19547607_002""]",Normal
768,"Tô Lâm kế nhiệm Nguyễn Phú Trọng trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Nguyễn Phú Trọng có học vị Giáo sư. Đúng hay sai?",2,"[""pol808289"", ""SUCCEEDED"", ""pol46636"", ""HAS_ACADEMIC_TITLE"", ""aca808289_002""]",Normal
769,"Trần Việt Khoa kế nhiệm Võ Tiến Trung trong chức vụ Giám đốc Học viện Quốc phòng, Võ Tiến Trung sinh năm 1954. Đúng hay sai?",2,"[""pol2422020"", ""SUCCEEDED"", ""pol1465094"", ""BORN_YEAR"", ""YEAR_1954""]",Normal
770,"Lương Cường kế nhiệm Trương Thị Mai trong chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, Trương Thị Mai là cựu sinh viên của Đại học Trento. Đúng hay sai?",2,"[""pol3161938"", ""SUCCEEDED"", ""pol841947"", ""ALUMNUS_OF"", ""alm15471464_001""]",Normal
771,"Phạm Minh Chính là tiền nhiệm của Nguyễn Văn Đọc trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Nguyễn Văn Đọc giữ chức vụ Bí thư Tỉnh ủy Quảng Ninh từ 2015-04-09 đến 2019-09-06. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol3282315"", ""TERM_DURATION"", ""DURATION_từ 2015-04-09 đến 2019-09-06""]",Normal
772,"Phạm Minh Chính là tiền nhiệm của Hoàng Trung Dũng trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Hoàng Trung Dũng giữ chức vụ Chủ tịch Hội đồng nhân dân tỉnh Quảng Ninh từ 2015-04-20 đến 2019-07-05. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol19815413"", ""TERM_DURATION"", ""DURATION_từ 2015-04-20 đến 2019-07-05""]",Normal
773,"Võ Viết Thanh kế nhiệm Đặng Hữu trong chức vụ Ủy viên Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam khóa VI, Đặng Hữu có cấp bậc Trung tướng. Đúng hay sai?",2,"[""pol1401081"", ""SUCCEEDED"", ""pol1406006"", ""HAS_RANK"", ""mil13191158_001""]",Normal
774,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng giữ chức vụ Đại biểu Hội đồng Nhân dân Thành phố Hồ Chí Minh khoá VI từ 1999 đến 2004. Đúng hay sai?",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""TERM_DURATION"", ""DURATION_từ 1999 đến 2004""]",Normal
775,"Nguyễn Vĩnh Nghiệp là tiền nhiệm của Trương Tấn Sang trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, Trương Tấn Sang là cựu sinh viên của Đại học Tài chính Kế toán Hà Nội. Đúng hay sai?",2,"[""pol138738"", ""PRECEDED"", ""pol106424"", ""ALUMNUS_OF"", ""alm19815652_001""]",Normal
776,"Đào Hồng Lan là tiền nhiệm của Trần Thị Trung Chiến trong chức vụ Bộ trưởng Bộ Y tế, Trần Thị Trung Chiến sinh năm 1946. Đúng hay sai?",2,"[""pol7503946"", ""PRECEDED"", ""pol435051"", ""BORN_YEAR"", ""YEAR_1946""]",Normal
777,"Trần Lưu Quang kế nhiệm Tất Thành Cang trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Tất Thành Cang giữ chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh từ unknown đến 2018-12. Đúng hay sai?",2,"[""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""TERM_DURATION"", ""DURATION_từ unknown đến 2018-12""]",Normal
778,"Nguyễn Xuân Thắng là tiền nhiệm của Tô Văn Huệ trong chức vụ Chủ tịch Hội đồng Lý luận Trung ương, Tô Văn Huệ giữ chức vụ Chủ tịch Hội đồng Lý luận Trung ương từ 2011-03-28 đến 2018-03-02. Đúng hay sai?",2,"[""pol3719106"", ""PRECEDED"", ""pol15556845"", ""TERM_DURATION"", ""DURATION_từ 2011-03-28 đến 2018-03-02""]",Normal
779,"Hoàng Văn Thái là tiền nhiệm của Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà giữ chức vụ Phó Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam từ 1955-05 đến 1962. Đúng hay sai?",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""TERM_DURATION"", ""DURATION_từ 1955-05 đến 1962""]",Normal
780,"Đỗ Mười là tiền nhiệm của Trương Cảnh Tuyên trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Trương Cảnh Tuyên giữ chức vụ Trưởng ban Biên chính Trung ương từ 1957 đến 1958-05. Đúng hay sai?",2,"[""pol30735"", ""PRECEDED"", ""pol19919540"", ""TERM_DURATION"", ""DURATION_từ 1957 đến 1958-05""]",Normal
781,"Lê Đức Vinh kế nhiệm Nguyễn Thanh Bình trong chức vụ Phó Bí thư Tỉnh ủy Khánh Hòa(Đã bị cách chức), Nguyễn Thanh Bình sinh năm 1955. Đúng hay sai?",2,"[""pol3712200"", ""SUCCEEDED"", ""pol647752"", ""BORN_YEAR"", ""YEAR_1955""]",Normal
782,"Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng kế nhiệm Nông Quốc Tuấn trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, Nông Quốc Tuấn giữ chức vụ Ủy viên Ủy ban Quốc gia phòng, chống AIDS, ma túy, mại dâm. từ 2013-05-10 đến 2019-01-10. Đúng hay sai?",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2013-05-10 đến 2019-01-10""]",Normal
783,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Mai Văn Ninh trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Mai Văn Ninh giữ chức vụ Chủ tịch Ủy ban nhân dân, Thành phố Hồ Chí Minh từ 2021-08-24 đến 2025-02-20. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol11382106"", ""TERM_DURATION"", ""DURATION_từ 2021-08-24 đến 2025-02-20""]",Normal
784,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Sinh Hùng trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Sinh Hùng giữ chức vụ Ủy viên Trung ương Đảng khóa VIII, IX, X, XI từ 1996-07-01 đến 2016-01-26. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""TERM_DURATION"", ""DURATION_từ 1996-07-01 đến 2016-01-26""]",Normal
785,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính là tiền nhiệm của Nguyễn Văn Trăm trong chức vụ Trưởng ban Tổ chức Trung ương, Nguyễn Văn Trăm là cựu sinh viên của Trường Đại học Đà Lạt. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol3241631"", ""ALUMNUS_OF"", ""alm841947_001""]",Normal
786,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng có học vị Cao cấp lý luận chính trị. Đúng hay sai?",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""HAS_ACADEMIC_TITLE"", ""aca19547607_002""]",Normal
787,"Trần Đình Đàn kế nhiệm Đặng Duy Báu trong chức vụ Bí thư Tỉnh ủy Hà Tĩnh, Đặng Duy Báu sinh năm 1943 tại Bà Rịa-Vũng Tàu. Đúng hay sai?",2,"[""pol214734"", ""SUCCEEDED"", ""pol13465756"", ""BORN_AT"", ""loc19788108_001""]",Normal
788,"Nguyễn Xuân Đông là tiền nhiệm của Trương Quốc Huy trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hà Nam, Trương Quốc Huy sinh năm 1970. Đúng hay sai?",2,"[""pol3711586"", ""PRECEDED"", ""pol19661048"", ""BORN_YEAR"", ""YEAR_1970""]",Normal
789,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng có học vị Thạc sĩ Triết học. Đúng hay sai?",3,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""HAS_ACADEMIC_TITLE"", ""aca248258_001""]",Normal
790,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Đào Ngọc Dung trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Đào Ngọc Dung có học vị Cử nhân Luật. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""HAS_ACADEMIC_TITLE"", ""aca1749503_001""]",Normal
791,"Nguyễn Khắc Thận kế nhiệm Trần Quốc Văn trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hưng Yên, Trần Quốc Văn sinh năm 1968. Đúng hay sai?",2,"[""pol19608952"", ""SUCCEEDED"", ""pol19604934"", ""BORN_YEAR"", ""YEAR_1968""]",Normal
